s nodes,t nodes,CPU Performance,GPU Performance,Speedup
100,1000,0.05437658296,0.099905,0.5442828984
100,10000,0.526036708,0.918812,0.5725183259
100,100000,5.435413542,9.07269,0.5990961382
100,1000000,56.25684092,90.7339,0.6200200908
